APD1,35929,34208,34492.6,35065.5,36478,35570.2,35374.81,35592.325,35602.468
APD2,37223,36465.5,36783.8,37001.4,38919.65,37808.98,37721.26,37830.68,37666.298
tau,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9
-125,0,0,0,3,4,6,11,44,90
-124.9,0,1,0,1,3,16,17,41,89
-124.8,0,2,0,1,6,10,22,27,105
-124.7,1,1,0,2,4,6,20,34,77
-124.6,0,1,1,1,4,4,21,42,90
-124.5,0,0,1,0,8,8,13,42,84
-124.4,0,0,2,3,5,9,17,40,88
-124.3,0,0,1,0,4,11,18,28,96
-124.2,0,0,1,0,3,9,14,33,106
-124.1,0,0,2,5,2,8,24,36,86
-124,0,1,1,3,0,11,19,43,91
-123.9,0,0,1,1,3,11,23,42,89
-123.8,1,0,0,4,8,8,21,30,83
-123.7,0,0,0,1,1,11,14,34,74
-123.6,0,1,3,2,1,6,20,40,96
-123.5,0,1,0,2,2,17,19,42,105
-123.4,0,0,1,1,4,5,17,33,113
-123.3,0,0,0,0,3,6,22,33,87
-123.2,0,1,1,3,6,9,20,34,91
-123.1,0,0,0,2,4,16,29,38,97
-123,0,0,2,1,1,17,18,40,91
-122.9,0,1,0,1,2,9,30,37,88
-122.8,0,0,1,2,4,13,19,32,87
-122.7,0,0,0,2,3,9,19,42,88
-122.6,0,1,1,0,3,6,16,39,85
-122.5,2,0,1,2,4,14,17,46,126
-122.4,0,0,3,0,6,9,16,33,98
-122.3,0,0,2,4,5,15,15,34,98
-122.2,0,0,0,1,4,6,17,43,81
-122.1,1,1,1,3,6,8,18,37,93
-122,1,0,0,2,4,12,22,40,108
-121.9,0,0,1,3,3,11,16,42,87
-121.8,1,0,0,6,3,9,28,36,101
-121.7,0,0,1,1,6,4,21,43,101
-121.6,0,0,1,0,5,7,23,39,103
-121.5,0,0,0,1,2,14,20,26,93
-121.4,0,0,0,3,7,14,21,39,91
-121.3,0,0,0,2,5,12,19,34,93
-121.2,0,0,1,0,6,10,22,44,112
-121.1,1,0,1,1,2,10,16,48,99
-121,0,0,2,3,3,8,22,44,83
-120.9,0,0,1,3,3,7,18,33,90
-120.8,1,0,1,3,3,7,28,37,110
-120.7,0,1,0,1,5,9,18,43,83
-120.6,1,0,1,2,1,17,14,28,101
-120.5,0,0,0,1,2,8,19,44,91
-120.4,0,1,1,2,4,6,20,38,81
-120.3,0,0,1,0,5,9,20,54,98
-120.2,0,0,1,3,0,6,11,40,102
-120.1,0,2,2,0,6,7,18,40,101
-120,0,2,1,2,1,6,24,58,95
-119.9,0,2,3,3,1,7,18,33,72
-119.8,1,2,0,0,5,13,11,40,88
-119.7,0,0,1,1,2,3,18,38,92
-119.6,0,1,2,3,2,11,18,44,86
-119.5,0,1,0,1,4,8,18,39,97
-119.4,2,0,2,2,4,4,16,39,95
-119.3,0,0,3,2,3,8,19,29,82
-119.2,0,0,1,0,1,12,24,37,81
-119.1,1,1,0,3,2,10,19,50,101
-119,1,0,0,5,4,14,16,32,105
-118.9,0,0,1,1,1,6,10,41,88
-118.8,0,0,2,3,2,6,15,37,80
-118.7,0,0,0,2,3,8,15,35,97
-118.6,0,0,1,2,5,6,18,49,91
-118.5,0,0,0,4,7,10,19,39,90
-118.4,1,1,2,2,5,7,14,24,91
-118.3,0,0,1,1,3,9,17,36,92
-118.2,0,0,0,0,2,11,18,38,101
-118.1,0,0,1,2,7,9,16,36,96
-118,0,2,2,1,1,6,23,37,122
-117.9,0,0,1,3,8,8,19,43,101
-117.8,0,0,1,4,2,9,15,34,87
-117.7,0,0,1,1,2,9,22,34,107
-117.6,0,0,1,2,7,14,20,41,113
-117.5,0,0,1,6,1,8,17,35,94
-117.4,2,0,2,2,7,15,21,43,73
-117.3,0,0,0,2,1,5,24,43,103
