APD1,57467,56606,54542.2,55997,54003.05,54881.16,55402.33,54555.63,56040.962
APD2,79868,79006,75509.8,78028,75552.9,76903.5,77934.88,77275.215,77160.308
tau,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9
-125,0,2,4,6,7,29,72,134,330
-124.9,0,1,5,5,11,39,64,122,371
-124.8,0,0,3,8,11,36,69,116,326
-124.7,0,5,4,11,13,29,59,125,362
-124.6,1,1,2,5,11,27,34,131,336
-124.5,3,1,3,5,15,30,67,132,316
-124.4,1,3,5,7,9,36,62,138,321
-124.3,2,3,4,8,11,32,68,130,297
-124.2,2,1,2,6,11,35,76,167,346
-124.1,0,1,6,5,10,44,81,149,346
-124,1,0,4,8,10,35,67,129,332
-123.9,0,0,3,8,14,28,70,113,339
-123.8,0,1,4,7,11,41,64,138,318
-123.7,0,3,6,6,8,31,65,146,352
-123.6,1,1,2,3,14,29,62,122,333
-123.5,3,1,1,5,13,33,80,115,345
-123.4,3,2,2,7,12,31,72,136,375
-123.3,0,2,2,4,10,35,70,116,337
-123.2,1,2,3,9,16,37,66,124,352
-123.1,1,2,5,5,16,26,62,176,390
-123,0,3,7,5,12,30,53,130,358
-122.9,0,1,5,5,18,35,66,119,323
-122.8,1,2,7,9,10,33,54,144,343
-122.7,0,3,4,7,8,30,72,138,325
-122.6,1,1,3,3,17,37,74,138,344
-122.5,1,0,4,7,11,37,55,143,324
-122.4,0,0,7,10,10,41,67,143,388
-122.3,1,2,1,9,9,38,71,131,346
-122.2,0,3,2,8,8,36,74,149,333
-122.1,0,1,2,13,5,35,70,116,323
-122,1,0,2,3,15,42,73,146,359
-121.9,0,3,3,4,16,35,87,116,364
-121.8,1,1,1,4,18,33,67,111,350
-121.7,0,5,1,8,14,42,76,145,320
-121.6,0,2,0,6,11,35,75,126,307
-121.5,0,5,4,5,8,35,71,143,334
-121.4,0,5,6,8,7,34,65,100,348
-121.3,1,5,4,14,13,30,75,118,331
-121.2,2,2,4,8,17,31,69,143,335
-121.1,0,2,2,10,10,35,65,134,319
-121,1,2,4,11,6,42,67,135,315
-120.9,1,1,8,8,16,23,50,137,356
-120.8,1,3,3,3,9,37,64,149,325
-120.7,0,2,2,7,14,32,71,127,335
-120.6,0,1,7,3,7,31,67,116,380
-120.5,0,4,3,10,14,36,72,134,332
-120.4,0,0,4,4,7,31,77,113,310
-120.3,0,1,6,6,9,39,64,126,330
-120.2,0,1,5,5,15,32,63,149,386
-120.1,0,3,4,6,8,38,78,124,343
-120,0,1,4,5,12,36,61,147,341
-119.9,0,0,7,4,13,28,61,116,338
-119.8,0,2,3,9,8,36,57,125,346
-119.7,1,1,6,7,15,38,56,135,328
-119.6,1,3,4,12,10,33,62,121,339
-119.5,3,2,1,2,10,27,67,135,353
-119.4,0,1,2,6,10,33,75,124,317
-119.3,0,1,4,5,10,27,61,121,315
-119.2,1,3,6,5,13,37,52,132,336
-119.1,0,1,2,5,8,33,68,147,329
-119,1,0,3,5,8,32,64,126,332
-118.9,0,1,8,6,17,40,71,119,333
-118.8,1,1,7,6,14,35,65,142,346
-118.7,0,0,3,9,18,31,71,120,345
-118.6,0,2,6,7,17,27,58,119,339
-118.5,1,0,6,4,20,34,88,115,347
-118.4,0,0,5,3,13,21,68,132,317
-118.3,0,2,3,3,11,43,58,119,342
-118.2,2,0,3,5,10,34,60,130,329
-118.1,0,3,0,2,10,31,69,137,318
-118,0,2,4,5,9,22,80,144,346
-117.9,0,0,1,10,10,36,56,141,324
-117.8,1,3,7,9,15,36,73,119,321
-117.7,0,0,3,5,9,35,68,141,324
-117.6,0,3,4,7,10,33,59,126,373
-117.5,0,1,3,6,19,35,69,145,301
-117.4,0,4,7,5,14,24,68,124,369
-117.3,2,2,0,7,17,38,74,116,346
-117.2,1,0,3,5,13,35,74,111,322
-117.1,2,2,1,6,10,50,66,120,365
-117,0,3,6,10,16,48,68,142,307
-116.9,0,5,1,8,14,34,79,116,343
-116.8,0,2,4,2,9,33,60,141,330
-116.7,0,3,5,3,12,37,76,135,325
-116.6,0,0,2,8,7,35,57,135,321
-116.5,0,1,3,8,12,31,72,115,336
-116.4,3,2,8,7,8,27,63,121,335
-116.3,0,2,5,2,15,31,71,137,337
-116.2,0,1,8,8,9,36,55,142,336
-116.1,1,2,3,6,17,26,57,139,334
-116,0,0,4,8,12,26,67,115,326
-115.9,0,2,2,5,16,32,62,126,311
-115.8,1,2,3,3,22,30,57,131,353
-115.7,0,1,4,7,7,28,72,115,328
-115.6,0,1,3,3,10,35,63,135,337
-115.5,1,3,3,4,18,23,72,116,333
-115.4,1,0,0,5,16,35,67,128,374
-115.3,0,2,5,8,18,32,68,132,321
-115.2,1,1,10,7,10,29,53,125,353
-115.1,1,1,5,12,9,26,67,121,352
-115,2,2,1,6,15,29,74,95,307
-114.9,0,2,2,5,4,23,62,152,315
-114.8,0,0,3,7,13,38,59,136,340
-114.7,1,0,1,6,12,37,62,136,299
-114.6,0,3,3,6,12,28,69,139,319
-114.5,1,2,5,6,15,35,62,137,341
-114.4,2,3,5,5,10,39,53,108,321
-114.3,3,1,7,4,12,33,73,127,332
-114.2,1,1,6,5,15,40,65,125,320
-114.1,0,4,8,6,13,21,72,134,346
-114,0,2,2,7,14,43,68,134,364
-113.9,0,1,2,4,10,47,74,124,335
-113.8,1,1,1,4,9,31,68,105,337
-113.7,0,2,3,6,9,32,65,138,333
-113.6,1,1,5,7,17,27,61,129,352
-113.5,2,1,2,5,17,33,70,139,342
-113.4,1,2,3,8,15,44,65,119,323
-113.3,1,1,9,11,11,32,74,127,322
-113.2,1,1,2,5,19,40,68,118,317
-113.1,1,0,2,6,7,31,65,137,310
-113,0,3,4,6,13,44,58,131,320
-112.9,0,0,8,5,12,30,65,154,322
-112.8,0,1,3,7,11,32,67,129,304
-112.7,0,3,2,9,13,22,66,143,307
-112.6,4,1,2,7,20,29,73,123,351
-112.5,0,0,2,6,14,30,70,140,348
-112.4,0,1,2,10,19,31,71,146,339
-112.3,2,1,2,6,19,30,58,117,332
-112.2,2,1,3,9,10,31,65,150,370
-112.1,0,0,0,2,15,21,83,115,329
-112,0,3,5,3,10,31,67,121,345
-111.9,1,1,9,7,12,33,56,142,332
-111.8,2,1,3,9,15,40,63,131,337
-111.7,0,4,7,5,14,38,59,136,329
-111.6,0,2,4,3,13,33,60,129,309
-111.5,0,1,4,5,9,26,66,129,337
-111.4,0,0,5,6,13,36,68,154,302
-111.3,3,1,6,3,11,28,64,118,377
-111.2,1,3,7,6,11,33,68,131,361
-111.1,1,1,3,8,17,38,56,124,312
-111,3,3,1,2,19,31,61,127,337
-110.9,2,1,1,3,16,26,78,137,352
-110.8,1,2,1,8,11,49,60,128,306
-110.7,1,2,2,7,9,39,48,134,346
-110.6,1,4,1,5,13,27,70,129,335
-110.5,1,2,0,6,10,38,81,143,367
-110.4,0,3,2,8,15,30,68,143,307
-110.3,1,3,4,9,7,35,84,130,336
-110.2,0,0,4,9,13,34,66,123,325
-110.1,0,1,2,6,12,35,55,132,291
-110,1,1,4,8,16,36,57,128,354
-109.9,0,3,2,5,13,26,63,108,340
-109.8,1,0,2,7,11,32,73,146,354
-109.7,0,2,2,7,16,29,71,144,345
-109.6,1,1,1,6,17,43,72,142,330
-109.5,1,1,4,5,12,34,69,147,371
-109.4,1,0,5,3,14,41,79,130,311
-109.3,2,1,4,3,10,34,50,123,307
-109.2,1,2,6,9,12,41,86,131,334
-109.1,0,3,4,7,14,40,70,129,313
-109,0,0,6,5,7,31,65,145,324
-108.9,1,4,3,5,13,30,68,144,324
-108.8,1,0,4,7,12,37,66,99,390
-108.7,1,0,5,9,11,26,51,123,323
-108.6,0,1,5,6,8,32,58,140,327
-108.5,0,2,5,6,13,46,62,127,346
-108.4,1,1,2,7,13,25,69,119,345
-108.3,2,5,6,6,9,30,72,114,320
-108.2,1,1,0,3,11,24,71,127,317
-108.1,0,3,4,14,11,35,70,132,338
-108,0,0,8,4,13,32,61,150,315
-107.9,0,4,3,5,17,28,64,161,361
-107.8,1,1,6,6,15,32,76,137,334
-107.7,1,0,6,1,10,25,76,135,336
-107.6,1,0,3,10,13,34,62,144,309
-107.5,0,2,2,7,17,35,60,139,325
-107.4,1,3,3,8,11,33,69,145,320
-107.3,0,3,1,4,7,30,71,133,316
-107.2,0,1,1,8,10,35,62,131,316
-107.1,0,2,5,9,16,29,62,116,344
-107,0,0,2,3,7,20,70,137,345
-106.9,0,0,4,4,15,36,64,143,313
-106.8,1,1,5,9,13,35,54,129,326
-106.7,0,3,5,7,13,27,52,144,294
-106.6,1,1,5,5,13,40,67,161,373
-106.5,1,0,4,6,8,44,70,138,349
-106.4,4,3,7,6,10,33,68,139,370
-106.3,1,3,2,5,9,42,71,123,336
-106.2,1,2,4,9,21,38,69,167,331
-106.1,1,1,5,7,5,39,63,137,319
-106,3,3,4,6,15,27,60,113,325
-105.9,1,1,5,5,12,40,60,145,325
-105.8,0,2,0,3,12,34,65,130,338
-105.7,0,0,2,8,14,30,58,134,337
-105.6,1,1,1,5,13,25,67,137,348
-105.5,0,2,1,9,10,29,72,137,332
-105.4,0,1,2,3,13,24,74,121,327
-105.3,1,1,4,7,15,32,65,113,319
-105.2,0,1,3,6,14,28,56,133,319
-105.1,0,1,5,5,11,34,77,146,315
-105,3,1,5,8,18,26,55,138,347
-104.9,1,2,4,8,12,33,65,141,293
-104.8,0,0,8,6,15,37,68,132,331
-104.7,0,0,5,8,11,30,66,134,318
-104.6,1,1,5,2,7,32,63,120,316
